Nom,Cognoms,DNI,País d'origen,Ciutat,Dia de Naixement,Mes de Naixement,Any de Naixement,Gènere,Salari mensual,Grup Professional,Càrrec,Nombre_fills,Te_cotxe,Km_anuals,Consum_mitja_L_100km,Temperatura_mitjana_ciutat,Cost_vida_index,Transport_public_score,Clima_tipus,cost_vida_categoria,transport_categoria,franja_edat,te_fills,increment_percent,salari_ajustat,index_dependencia_familiar,ratio_salari_cost_vida,etapa_vital,Edat
Alexia,Torres,36724504R,Espanya,Alacant,12.0,11.0,1978.0,Home,1192.0,Grup B,Analista,0.0,False,,,17.0,68.0,7.0,Mediterrani,low,low,45-59,False,6.0,1263.52,1192.0,18.58,1,48.0
Aina,,83677009H,Espanya,Barcelona,26.0,2.0,1992.0,Dona,2242.0,Grup B,Cap de projecte,1.0,True,0.0,,18.7,78.0,8.5,Mediterrani,high,high,30-44,True,7.5,2410.15,1121.0,30.9,1,34.0
Jordi,Sánchez,24346658P,Espanya,A Coruña,18.0,7.0,1981.0,Home,1895.0,Grup B,Analista,1.0,True,96645.0,25.0,15.9,69.0,7.1,Oceànic,medium,medium,45-59,True,8.0,2046.6,947.5,29.66,1,45.0
Claudia,Ribera Casals,41931968R,Espanya,Valladolid,18.0,8.0,1970.0,Dona,1630.0,Grup B,Tècnic IT,2.0,,,,9.2,64.0,6.7,Continental,low,low,45-59,True,7.5,1752.25,543.33,27.38,1,56.0
Carmen,Costa,91236074S,Espanya,Bilbao,21.0,5.0,1984.0,Dona,1570.0,Grup B,Analista,2.0,,,,15.3,72.0,7.8,Oceànic,medium,high,30-44,True,6.5,1672.05,523.33,23.22,1,42.0
Sofia,Russo Ricci,62978256G,Itàlia,Napoli,22.0,2.0,2004.0,Dona,2060.0,Grup B,Analista senior,0.0,False,,,16.6,65.0,6.5,Mediterrani,low,low,18-29,False,4.0,2142.4,2060.0,32.96,0,22.0
Marta,Moreno,69513720K,Espanya,Murcia,9.0,11.0,1991.0,Dona,1555.0,Grup B,Analista senior,2.0,False,,,19.5,60.0,6.5,Mediterrani,low,low,30-44,True,6.5,1656.07,518.33,27.6,1,35.0
Xavier,Muñoz,23087728C,Espanya,Màlaga,24.0,1.0,1968.0,Home,1286.0,Grup B,Analista,1.0,True,60905.0,0.5,18.9,68.5,7.209797297297297,,medium,medium,45-59,True,8.0,1388.88,643.0,20.28,1,58.0
Emma,Leroy Robert,37554949G,França,Lyon,16.0,7.0,1960.0,Home,1608.0,Grup B,Analista senior,0.0,,,,13.8,74.0,7.6,Continental,high,high,60+,False,6.5,1712.52,1608.0,23.14,1,66.0
Oriol,,48785862Q,Espanya,Las Palmas de Gran Canaria,6.0,3.0,1962.0,Home,1540.0,Grup B,Analista,0.0,True,65950.0,,20.0,62.0,6.8,Subtropical,low,low,60+,False,5.5,1624.7,1540.0,26.2,1,64.0
Carlos,,45943432F,Espanya,Las Palmas de Gran Canaria,13.0,2.0,1999.0,Prefereix no contestar,1491.0,Grup B,Analista,0.0,,,,24.0,62.0,6.8,Subtropical,low,low,18-29,False,4.0,1550.64,1491.0,25.01,0,27.0
Nil,Gómez Ribera,80910050J,Espanya,Zaragoza,12.0,3.0,2003.0,Dona,1538.0,Grup B,Analista senior,0.0,,,,17.7,68.0,7.0,Continental,low,low,18-29,False,4.0,1599.52,1538.0,23.52,0,23.0
Astrid,Hansen Bakke,67325876K,Noruega,Bergen,31.0,7.0,1967.0,Home,1800.0,Grup B,Analista,0.0,,,,6.2,85.0,8.8,Oceànic,high,high,45-59,False,7.0,1926.0,1800.0,22.66,1,59.0
Xavier,Romero,59379352L,Espanya,Girona,13.0,4.0,2001.0,Dona,1165.0,Grup B,Administratiu/va,0.0,False,,,14.2,66.0,6.8,Mediterrani,low,low,18-29,False,4.0,1211.6,1165.0,18.36,0,25.0
Claudia,Gil Ferrer,55297384F,Espanya,València,1.0,11.0,1981.0,Home,1789.0,Grup B,Responsable de vendes,0.0,True,29952.0,9.2,20.3,70.0,7.5,Mediterrani,medium,medium,45-59,False,6.5,1905.28,1789.0,27.22,1,45.0
Adrià,Pujol,45404362D,Espanya,Palma,17.0,4.0,1997.0,Dona,1572.0,Grup B,Analista,0.0,True,107127.0,,14.0,73.0,7.2,Mediterrani,medium,medium,18-29,False,4.5,1642.74,1572.0,22.5,0,29.0
Nil,,36098769M,Espanya,Madrid,26.0,10.0,1994.0,Dona,1893.0,Grup B,Analista senior,0.0,True,28726.0,0.5,15.6,75.0,8.0,Continental,high,high,30-44,False,6.0,2006.58,1893.0,26.75,1,32.0
Anna,,40616453Q,Espanya,Zaragoza,18.0,5.0,1971.0,Home,2397.0,Grup B,Analista senior,0.0,,,,13.8,68.0,7.0,Continental,low,low,45-59,False,6.0,2540.82,2397.0,37.36,1,55.0
Carlos,Navarro Puig,32984583Y,Espanya,Sevilla,23.0,6.0,1978.0,Home,1486.0,Grup B,Administratiu/va,0.0,True,45301.0,0.5,22.5,65.0,7.0,Mediterrani,low,low,45-59,False,6.0,1575.16,1486.0,24.23,1,48.0
Marina,Soler Muñoz,75941954K,Espanya,Murcia,20.0,6.0,1978.0,Dona,1539.0,Grup B,Responsable de vendes,1.0,,,,19.111904761904764,60.0,6.5,Mediterrani,low,low,45-59,True,7.5,1654.42,769.5,27.57,1,48.0
Sergio,Ramos,52715309K,Espanya,València,18.0,11.0,1960.0,Home,1412.0,Grup B,Analista,1.0,True,65950.0,0.5,20.2,70.0,7.5,Mediterrani,medium,medium,60+,True,7.5,1517.9,706.0,21.68,1,66.0
Aina,Ribera,43716263M,Espanya,València,9.0,6.0,1979.0,Dona,1636.0,Grup B,Tècnic IT,0.0,True,80000.0,13.3,17.448148148148146,70.0,7.5,Mediterrani,medium,medium,45-59,False,6.5,1742.34,1636.0,24.89,1,47.0
Jordi,Roca,12098146L,Espanya,Màlaga,11.0,9.0,1982.0,Home,1825.0,Grup B,Administratiu/va,2.0,,,,18.5,68.5,7.209797297297297,,medium,medium,30-44,True,7.0,1952.75,608.33,28.51,1,44.0
Finn,Schröder,54777065H,Alemanya,München,27.0,9.0,1970.0,Dona,1519.0,Grup B,Analista senior,3.0,True,77960.0,,8.0,82.0,8.0,Continental,high,high,45-59,True,8.5,1648.12,379.75,20.1,2,56.0
Oriol,Gómez,16618423V,Espanya,Màlaga,10.0,1.0,1968.0,Home,1879.0,Grup B,Analista,4.0,False,,,19.73181818181818,68.5,7.209797297297297,,medium,medium,45-59,True,8.0,2029.32,375.8,29.63,2,58.0
Marina,,88709772L,Espanya,Valladolid,13.0,7.0,1997.0,Dona,1499.0,Grup B,Cap de projecte,0.0,False,,,9.5,64.0,6.7,Continental,low,low,18-29,False,4.0,1558.96,1499.0,24.36,0,29.0
Carlos,Puig,34399341M,Espanya,Girona,11.0,1.0,1969.0,Dona,1939.0,Grup B,Analista,2.0,,,,14.8,66.0,6.8,Mediterrani,low,low,45-59,True,7.5,2084.42,646.33,31.58,1,57.0
Arthur,Richard,45035917P,França,Nice,11.0,10.0,1959.0,Dona,1318.0,Grup B,Responsable de vendes,0.0,,,,17.0,74.36363636363636,7.615909090909091,,high,high,60+,False,6.5,1403.67,1318.0,18.88,1,67.0
Guillem,Vidal,16498347C,Espanya,Sevilla,13.0,3.0,1965.0,Home,1364.0,Grup B,Analista,0.0,,,,16.7,65.0,7.0,Mediterrani,low,low,60+,False,5.5,1439.02,1364.0,22.14,1,61.0
Guillem,Gómez,30083236D,Espanya,Barcelona,4.0,9.0,1977.0,Dona,1307.0,Grup B,Analista,0.0,True,52646.0,7.3,15.3,78.0,8.5,Mediterrani,high,high,45-59,False,7.0,1398.49,1307.0,17.93,1,49.0
Lucas,Robert Martin,30960858T,França,Lille,25.0,12.0,1962.0,Home,1348.0,Grup B,Analista,0.0,False,,,12.4,71.0,7.3,Continental,medium,medium,60+,False,6.0,1428.88,1348.0,20.13,1,64.0
Pau,Romero Vidal,47768705Q,Espanya,Girona,5.0,3.0,1972.0,Dona,1314.0,Grup B,Analista,0.0,,,,13.0,66.0,6.8,Mediterrani,low,low,45-59,False,6.0,1392.84,1314.0,21.1,1,54.0
Irene,Gómez,68716883N,Espanya,A Coruña,27.0,5.0,1986.0,Dona,1319.0,Grup B,Tècnic IT,0.0,False,,,12.882051282051282,69.0,7.1,Oceànic,medium,medium,30-44,False,5.5,1391.54,1319.0,20.17,1,40.0
Núria,Soler Romero,23697646J,Espanya,A Coruña,10.0,12.0,1993.0,Home,1405.0,Grup B,Tècnic IT,0.0,False,,,18.4,69.0,7.1,Oceànic,medium,medium,30-44,False,5.5,1482.28,1405.0,21.48,1,33.0
Riccardo,Rossi,16284386J,Itàlia,Firenze,18.0,5.0,1959.0,Dona,1920.0,Grup B,Responsable de vendes,2.0,True,40000.0,4.5,42.0,77.0,7.1,Continental,high,medium,60+,True,8.5,2083.2,640.0,27.05,1,67.0
Thomas,Fournier,24490208F,França,Toulouse,14.0,12.0,1971.0,Dona,1843.0,Grup B,Analista senior,0.0,False,,,13.5,74.36363636363636,7.615909090909091,,high,high,45-59,False,7.0,1972.01,1843.0,26.52,1,55.0
Xavier,Gómez Hernández,26719412L,Espanya,Barcelona,9.0,3.0,1989.0,Home,1727.0,Grup B,Analista junior,0.0,,,,21.1,78.0,8.5,Mediterrani,high,high,30-44,False,6.0,1830.62,1727.0,23.47,1,37.0
Alexia,Ferrer,44721033L,Espanya,Palma,5.0,9.0,1962.0,Home,1146.0,Grup B,Analista,0.0,False,,,20.6,73.0,7.2,Mediterrani,medium,medium,60+,False,6.0,1214.76,1146.0,16.64,1,64.0
Élise,Richard,92740956K,França,Nantes,14.0,9.0,1974.0,Home,2235.0,Grup B,Analista senior,0.0,False,,,13.4,74.36363636363636,7.615909090909091,,high,high,45-59,False,7.0,2391.45,2235.0,32.16,1,52.0
Aina,Moreno,90410932K,Espanya,A Coruña,5.0,10.0,1965.0,Dona,1774.0,Grup B,Analista,0.0,True,80000.0,25.0,12.9,69.0,7.1,Oceànic,medium,medium,60+,False,6.0,1880.44,1774.0,27.25,1,61.0
Irene,Fernández Ruiz,23422888Q,Espanya,Tarragona,5.0,11.0,2003.0,Home,2170.0,Grup B,Cap de projecte,1.0,,,,17.7,67.0,6.9,Mediterrani,low,low,18-29,True,5.5,2289.35,1085.0,34.17,1,23.0
Luca,Zimmermann Schmidt,46771858V,Alemanya,Frankfurt,22.0,7.0,1982.0,Prefereix no contestar,1634.0,Grup B,Tècnic IT,0.0,False,,,11.780000000000001,80.0,8.3,Continental,high,high,30-44,False,6.0,1732.04,1634.0,21.65,1,44.0
Sara,Navarro,77970791L,Espanya,Barcelona,7.0,4.0,1978.0,Home,1497.0,Grup B,Analista,0.0,,,,14.2,78.0,8.5,Mediterrani,high,high,45-59,False,7.0,1601.79,1497.0,20.54,1,48.0
Simone,Conti,67611249P,Itàlia,Napoli,2.0,1.0,1975.0,Dona,1849.0,Grup B,Cap de projecte,0.0,True,53342.0,0.5,19.0,65.0,6.5,Mediterrani,low,low,45-59,False,6.0,1959.94,1849.0,30.15,1,51.0
Pol,Ferrer,21390627Z,Espanya,Tarragona,27.0,12.0,1997.0,Dona,1785.0,Grup B,Administratiu/va,0.0,True,65950.0,0.5,14.1,67.0,6.9,Mediterrani,low,low,18-29,False,4.0,1856.4,1785.0,27.71,0,29.0
Núria,Torres,33119000P,Espanya,Zaragoza,12.0,7.0,1962.0,Dona,1846.0,Grup B,Cap de projecte,1.0,,,,42.0,68.0,7.0,Continental,low,low,60+,True,7.0,1975.22,923.0,29.05,1,64.0
Riccardo,Lombardi Conti,82025376Z,Itàlia,Napoli,5.0,2.0,1996.0,Prefereix no contestar,1993.0,Grup B,Cap de projecte,0.0,,,,18.5,65.0,6.5,Mediterrani,low,low,30-44,False,5.0,2092.65,1993.0,32.19,1,30.0
Oriol,Vidal,70319344K,Espanya,Màlaga,27.0,5.0,1964.0,Dona,1203.0,Grup B,Analista,0.0,True,52327.0,25.0,16.3,68.5,7.209797297297297,,medium,medium,60+,False,6.0,1275.18,1203.0,18.62,1,62.0
Riccardo,Mancini Russo,84908042K,Itàlia,Genova,20.0,11.0,1990.0,Home,1319.0,Grup B,Responsable de vendes,0.0,True,43088.0,,15.2,72.0,6.9,Mediterrani,medium,low,30-44,False,6.0,1398.14,1319.0,19.42,1,36.0
Alba,Roca Ramos,53919906E,Espanya,Girona,23.0,9.0,1977.0,Dona,1640.0,Grup B,Cap de projecte,1.0,False,,,16.3,66.0,6.8,Mediterrani,low,low,45-59,True,7.5,1763.0,820.0,26.71,1,49.0
Alba,Torres Navarro,83919680R,Espanya,Barcelona,20.0,8.0,1966.0,Dona,1778.0,Grup B,Administratiu/va,2.0,True,65983.0,12.6,38.0,78.0,8.5,Mediterrani,high,high,60+,True,8.0,1920.24,592.67,24.62,1,60.0
Aina,,26818338E,Espanya,Palma,9.0,9.0,1988.0,Prefereix no contestar,2147.0,Grup B,Analista,0.0,True,30000.0,12.9,19.4,73.0,7.2,Mediterrani,medium,medium,30-44,False,5.5,2265.08,2147.0,31.03,1,38.0
Alba,Muñoz,83683223Z,Espanya,Las Palmas de Gran Canaria,12.0,2.0,1965.0,Dona,1644.0,Grup B,Analista junior,3.0,True,65950.0,0.5,22.1,62.0,6.8,Subtropical,low,low,60+,True,7.0,1759.08,411.0,28.37,2,61.0
Camille,Fournier,43035177B,França,Marseille,26.0,8.0,1998.0,Dona,1929.0,Grup B,Analista,0.0,True,30000.0,25.0,10.4,72.0,7.4,Mediterrani,medium,medium,18-29,False,4.5,2015.8,1929.0,28.0,0,28.0
David,,45253038G,Espanya,Bilbao,25.0,8.0,1978.0,Dona,1349.0,Grup B,Analista,0.0,,,,6.7,72.0,7.8,Oceànic,medium,high,45-59,False,6.0,1429.94,1349.0,19.86,1,48.0
Alejandro,,93255820N,Espanya,Madrid,29.0,7.0,2003.0,Dona,1989.0,Grup B,Responsable de vendes,0.0,True,30000.0,13.1,16.5,75.0,8.0,Continental,high,high,18-29,False,5.0,2088.45,1989.0,27.85,0,23.0
Felix,Müller,63102334D,Alemanya,Frankfurt,15.0,9.0,1984.0,Prefereix no contestar,2025.0,Grup B,Cap de projecte,0.0,True,20000.0,8.9,10.2,80.0,8.3,Continental,high,high,30-44,False,6.0,2146.5,2025.0,26.83,1,42.0
Joana,Muñoz,24780319M,Espanya,Barcelona,12.0,6.0,1969.0,Dona,1957.0,Grup B,Analista,1.0,,,,17.6,78.0,8.5,Mediterrani,high,high,45-59,True,8.5,2123.34,978.5,27.22,1,57.0
Joana,Ribera Vila,97754046W,Espanya,Girona,5.0,1.0,1995.0,Prefereix no contestar,1495.0,Grup B,Responsable de vendes,1.0,False,,,12.9,66.0,6.8,Mediterrani,low,low,30-44,True,6.5,1592.18,747.5,24.12,1,31.0
Jonas,Wagner Meyer,44670469S,Alemanya,Frankfurt,25.0,9.0,1995.0,Dona,1629.0,Grup B,Analista,0.0,False,,,38.0,80.0,8.3,Continental,high,high,30-44,False,6.0,1726.74,1629.0,21.58,1,31.0
Guillem,,65510726P,Espanya,València,27.0,8.0,1961.0,Home,1417.0,Grup B,Responsable de vendes,0.0,False,,,17.448148148148146,70.0,7.5,Mediterrani,medium,medium,60+,False,6.0,1502.02,1417.0,21.46,1,65.0
Léa,Garcia,95182735K,França,Nantes,14.0,7.0,1969.0,Dona,1831.0,Grup B,Analista senior,4.0,True,82014.0,0.5,14.1,74.36363636363636,7.615909090909091,,high,high,45-59,True,8.5,1986.64,366.2,26.72,2,57.0
Alessandro,Costa,93540199D,Itàlia,Genova,6.0,7.0,1999.0,Dona,1310.0,Grup B,Analista,0.0,,,,13.5,72.0,6.9,Mediterrani,medium,low,18-29,False,5.0,1375.5,1310.0,19.1,0,27.0
Marina,Ruiz,87027101V,Espanya,Girona,9.0,1.0,1960.0,Prefereix no contestar,1549.0,Grup B,Analista senior,2.0,True,80000.0,6.8,11.3,66.0,6.8,Mediterrani,low,low,60+,True,7.0,1657.43,516.33,25.11,1,66.0
Irene,Sánchez,88114875M,Espanya,Palma,12.0,12.0,1998.0,Dona,1687.0,Grup B,Analista,0.0,True,30000.0,25.0,10.9,73.0,7.2,Mediterrani,medium,medium,18-29,False,4.5,1762.92,1687.0,24.15,0,28.0
Marie,Roux,76770443M,França,Lille,22.0,6.0,1977.0,Prefereix no contestar,1353.0,Grup B,Analista,4.0,True,25193.0,,9.4,71.0,7.3,Continental,medium,medium,45-59,True,8.0,1461.24,270.6,20.58,2,49.0
Mia,Wolf,84255393L,Alemanya,Frankfurt,1.0,9.0,1959.0,Home,2100.0,Grup B,Responsable de vendes,1.0,False,,,9.2,80.0,8.3,Continental,high,high,60+,True,8.0,2268.0,1050.0,28.35,1,67.0
Giulia,Moretti Rizzo,25873604R,Itàlia,Firenze,6.0,6.0,1958.0,Home,1721.0,Grup B,Analista,1.0,True,80000.0,10.1,10.5,77.0,7.1,Continental,high,medium,60+,True,8.5,1867.28,860.5,24.25,1,68.0
David,Fernández,99490648V,Espanya,A Coruña,10.0,8.0,1979.0,Home,2056.0,Grup B,Analista senior,0.0,False,,,15.1,69.0,7.1,Oceànic,medium,medium,45-59,False,6.5,2189.64,2056.0,31.73,1,47.0
Alexia,Torres,73364738M,Espanya,Las Palmas de Gran Canaria,17.0,2.0,1999.0,Prefereix no contestar,1198.0,Grup B,Tècnic IT,0.0,,,,21.7,62.0,6.8,Subtropical,low,low,18-29,False,4.0,1245.92,1198.0,20.1,0,27.0
Sergio,Gómez Soler,51960195A,Espanya,Las Palmas de Gran Canaria,5.0,6.0,2001.0,Dona,1635.0,Grup B,Tècnic IT,1.0,True,80000.0,0.5,21.7,62.0,6.8,Subtropical,low,low,18-29,True,5.5,1724.92,817.5,27.82,1,25.0
Sergio,Soler Gómez,53850908K,Espanya,València,14.0,5.0,2002.0,Home,1782.0,Grup B,Analista senior,0.0,,,,17.448148148148146,70.0,7.5,Mediterrani,medium,medium,18-29,False,4.5,1862.19,1782.0,26.6,0,24.0
Nil,Hernández,60855083M,Espanya,Sevilla,24.0,8.0,1988.0,Home,1331.0,Grup B,Tècnic IT,0.0,,,,17.6,65.0,7.0,Mediterrani,low,low,30-44,False,5.0,1397.55,1331.0,21.5,1,38.0
Anna,Pérez Serra,81260169S,Espanya,Barcelona,11.0,2.0,1983.0,Home,1927.0,Grup B,Analista senior,3.0,,,,16.6,78.0,8.5,Mediterrani,high,high,30-44,True,7.5,2071.52,481.75,26.56,2,43.0
Marco,Russo Lombardi,11110324P,Itàlia,Firenze,7.0,8.0,1966.0,Home,1529.0,Grup B,Analista,0.0,False,,,15.0,77.0,7.1,Continental,high,medium,60+,False,7.0,1636.03,1529.0,21.25,1,60.0
Hannah,Hoffmann,84896302S,Alemanya,Hamburg,24.0,12.0,1995.0,Dona,1575.0,Grup B,Analista,3.0,False,,,8.9,78.0,8.1,Oceànic,high,high,30-44,True,7.5,1693.12,393.75,21.71,2,31.0
Anna,Serra,81614472L,Espanya,Murcia,4.0,2.0,1984.0,Dona,1530.0,Grup B,Administratiu/va,0.0,True,20000.0,6.5,19.111904761904764,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,1606.5,1530.0,26.78,1,42.0
Ben,Richter,91594909C,Alemanya,Berlin,13.0,4.0,1991.0,Dona,1567.0,Grup B,Analista,4.0,True,50370.0,,10.7,76.0,8.5,Continental,high,high,30-44,True,7.5,1684.52,313.4,22.16,2,35.0
Marie,Becker,86737279H,Alemanya,Düsseldorf,17.0,9.0,1958.0,Dona,1421.0,Grup B,Analista junior,0.0,,,,9.2,77.87878787878788,8.036363636363635,,high,high,60+,False,6.5,1513.36,1421.0,19.43,1,68.0
Carmen,,39409531F,Espanya,Zaragoza,9.0,9.0,1995.0,Dona,1531.0,Grup B,Tècnic IT,1.0,,,,12.7,68.0,7.0,Continental,low,low,30-44,True,6.5,1630.52,765.5,23.98,1,31.0
Aina,Moreno,35382259C,Espanya,Girona,1.0,3.0,1977.0,Dona,2179.0,Grup B,Cap de projecte,2.0,False,,,-5.0,66.0,6.8,Mediterrani,low,low,45-59,True,7.5,2342.42,726.33,35.49,1,49.0
Jonas,Müller Fischer,74877175D,Alemanya,Köln,19.0,9.0,1977.0,Dona,1501.0,Grup B,Analista,4.0,False,,,5.333333333333333,77.87878787878788,8.036363636363635,,high,high,45-59,True,8.5,1628.58,300.2,20.91,2,49.0
Alba,Vidal,47047110R,Espanya,Las Palmas de Gran Canaria,3.0,2.0,1961.0,Dona,1188.0,Grup B,Analista,0.0,False,,,20.7,62.0,6.8,Subtropical,low,low,60+,False,5.5,1253.34,1188.0,20.22,1,65.0
David,,77176147R,Espanya,Bilbao,15.0,6.0,1981.0,Dona,1762.0,Grup B,Analista,0.0,True,65950.0,0.5,13.1,72.0,7.8,Oceànic,medium,high,45-59,False,6.0,1867.72,1762.0,25.94,1,45.0
Oriol,Puig Fernández,44631884M,Espanya,Barcelona,25.0,9.0,1999.0,Home,1666.0,Grup B,Analista,2.0,False,,,14.8,78.0,8.5,Mediterrani,high,high,18-29,True,6.5,1774.29,555.33,22.75,1,27.0
Nicolas,Michel Robert,26412074X,França,Bordeaux,28.0,7.0,1995.0,Dona,1692.0,Grup B,Responsable de vendes,0.0,True,80000.0,25.0,12.8,73.0,7.2,Oceànic,medium,medium,30-44,False,5.5,1785.06,1692.0,24.45,1,31.0
Marina,Romero Pujol,25303511D,Espanya,Palma,12.0,9.0,1997.0,Prefereix no contestar,2004.0,Grup B,Cap de projecte,2.0,False,,,15.9,73.0,7.2,Mediterrani,medium,medium,18-29,True,6.0,2124.24,668.0,29.1,1,29.0
Carlos,Gómez Navarro,40048229A,Espanya,Sevilla,19.0,7.0,1975.0,Dona,2000.0,Grup B,Responsable de vendes,0.0,False,,,15.7,65.0,7.0,Mediterrani,low,low,45-59,False,6.0,2120.0,2000.0,32.62,1,51.0
Adrià,,54443205M,Espanya,Murcia,21.0,7.0,1986.0,Home,1989.0,Grup B,Responsable de vendes,0.0,,,,16.2,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,2088.45,1989.0,34.81,1,40.0
Pol,,76459478B,Espanya,Palma,14.0,1.0,1977.0,Home,1244.0,Grup B,Cap de projecte,1.0,True,56745.0,,17.26734693877551,73.0,7.2,Mediterrani,medium,medium,45-59,True,8.0,1343.52,622.0,18.4,1,49.0
Ilaria,Ricci Romano,33261698T,Itàlia,Roma,7.0,4.0,1970.0,Dona,1225.0,Grup B,Analista,0.0,True,116027.0,9.4,17.6,78.0,7.6,Mediterrani,high,high,45-59,False,7.0,1310.75,1225.0,16.8,1,56.0
Carlos,Gómez,54542152B,Espanya,Barcelona,28.0,4.0,2002.0,Home,1377.0,Grup B,Analista,0.0,False,,,16.5,78.0,8.5,Mediterrani,high,high,18-29,False,5.0,1445.85,1377.0,18.54,0,24.0
Sara,Navarro,43732173G,Espanya,Alacant,12.0,3.0,1996.0,Home,1903.0,Grup B,Analista,0.0,,,,24.3,68.0,7.0,Mediterrani,low,low,30-44,False,5.0,1998.15,1903.0,29.38,1,30.0
Laura,Bauer Zimmermann,34637932B,Alemanya,Köln,6.0,3.0,1993.0,Home,1644.0,Grup B,Analista,0.0,False,,,11.5,77.87878787878788,8.036363636363635,,high,high,30-44,False,6.0,1742.64,1644.0,22.38,1,33.0
Chloé,Dubois,66354268T,França,Nice,2.0,12.0,1958.0,Home,1954.0,Grup B,Analista,1.0,,,,11.7,74.36363636363636,7.615909090909091,,high,high,60+,True,8.0,2110.32,977.0,28.38,1,68.0
Kasper,Pettersen,62042563B,Noruega,Oslo,11.0,5.0,1996.0,Dona,2290.0,Grup B,Analista senior,0.0,True,80000.0,0.5,6.5,90.0,9.2,Fred,high,high,30-44,False,6.0,2427.4,2290.0,26.97,1,30.0
